x,y,z,mg_ca,std,rstd
-21.25811,13.85234,-1.153369999,0.443552034,0.03110256,0.070121558
-21.28332,13.83607,-1.154242941,0.378260256,0.016152327,0.042701622
-21.30852,13.81981,-1.155115589,0.4241893,0.044113568,0.103995003
-21.33373,13.80354,-1.155988531,0.379967017,0.019212679,0.05056407
-21.35894,13.78727,-1.156861473,0.405139072,0.037658185,0.092951255
-21.38414,13.771,-1.157733971,0.353284963,0.014273147,0.040401231
-21.40935,13.75473,-1.158606913,0.390455805,0.016022119,0.041034397
-21.43455,13.73846,-1.159479411,0.386002694,0.018278804,0.047354085
-21.45976,13.72219,-1.160352353,0.448097102,0.027768945,0.06197082
-21.48496,13.70592,-1.161224851,0.531384296,0.094013836,0.176922497
-21.51017,13.68966,-1.162097943,0.499228546,0.048792604,0.097736005
-21.53538,13.67339,-1.162970885,0.525667225,0.034899701,0.066391243
-21.56058,13.65712,-1.163843383,0.460354865,0.027387417,0.059491969
-21.58579,13.64085,-1.164716325,0.471668664,0.041162065,0.087269026
-21.61099,13.62458,-1.165588823,0.483026665,0.020447067,0.042331135
-21.6362,13.60831,-1.166461765,0.422951563,0.02645304,0.062543899
-21.66141,13.59204,-1.167334707,0.422475221,0.081691249,0.193363408
-21.68661,13.57578,-1.168207356,0.364108264,0.066264559,0.181991363
-21.71182,13.55951,-1.169080297,0.318493952,0.011158363,0.035034773
-21.73702,13.54324,-1.169952796,0.361411892,0.019316807,0.053448179
-21.76223,13.52697,-1.170825737,0.405674135,0.026805591,0.066076658
-21.78743,13.5107,-1.171698236,0.343630353,0.029052539,0.084545906
-21.81264,13.49443,-1.172571177,0.322573956,0.026114628,0.080957025
-21.83785,13.47816,-1.173444119,0.328884177,0.023466023,0.071350418
-21.86305,13.46189,-1.174316617,0.288714105,0.026849637,0.092997317
-21.88826,13.44563,-1.17518971,0.328761982,0.028484131,0.086640587
-21.91346,13.42936,-1.176062208,0.28647097,0.055322899,0.193118692
-21.93867,13.41309,-1.17693515,0.276158663,0.029324248,0.106186231
-21.96387,13.39682,-1.177807648,0.38867731,0.024914466,0.064100644
-21.98908,13.38055,-1.17868059,0.438504492,0.026548148,0.060542478
-22.01429,13.36428,-1.179553532,0.428181291,0.010355632,0.024185158
-22.03949,13.34801,-1.18042603,0.479672332,0.04539171,0.094630662
-22.0647,13.33175,-1.181299122,0.502472354,0.055862554,0.111175378
-22.0899,13.31548,-1.18217162,0.516715352,0.051658885,0.099975519
-22.11511,13.29921,-1.183044562,0.545887737,0.099448682,0.1821779
-22.14031,13.28294,-1.18391706,0.589003279,0.056957412,0.09670135
-22.16552,13.26667,-1.184790002,0.516457097,0.03387236,0.065586008
-22.19073,13.2504,-1.185662944,0.396084668,0.017225904,0.04349046
-22.21593,13.23413,-1.186535442,0.368615085,0.011704994,0.031753976
-22.24114,13.21786,-1.187408384,0.390847698,0.009256112,0.023682144
-22.26634,13.2016,-1.188281033,0.384696122,0.013461677,0.034993014
-22.29155,13.18533,-1.189153974,0.366169477,0.014374527,0.039256486
-22.31675,13.16906,-1.190026473,0.3583743,0.010951916,0.030559994
-22.34196,13.15279,-1.190899414,0.349070503,0.008562247,0.024528704
-22.36717,13.13652,-1.191772356,0.354386408,0.015902273,0.044872693
-22.39237,13.12025,-1.192644854,0.368978041,0.027859615,0.075504804
-22.41758,13.10398,-1.193517796,0.370258069,0.019253799,0.052001024
-22.44278,13.08772,-1.194390445,0.398097174,0.022190122,0.055740467
-22.46799,13.07145,-1.195263387,0.395723257,0.01172908,0.029639602
-22.4932,13.05518,-1.196136328,0.355044814,0.015101423,0.042533849
-22.5184,13.03891,-1.197008827,0.300975095,0.025062466,0.083270898
-22.54361,13.02264,-1.197881768,0.304216084,0.0128019,0.042081601
-22.56881,13.00637,-1.198754267,0.327414286,0.017305261,0.052854323
-22.59402,12.9901,-1.199627208,0.303302324,0.016603379,0.054742009
-22.61922,12.97383,-1.200499707,0.313229615,0.015954956,0.050936935
-22.64443,12.95757,-1.201372799,0.386113773,0.050969735,0.132007036
-22.66964,12.9413,-1.202245741,0.350743213,0.039204742,0.111776196
-22.69484,12.92503,-1.203118239,0.338430978,0.062552813,0.184831817
-22.72005,12.90876,-1.203991181,0.442610485,0.044547934,0.100648168
-22.74525,12.89249,-1.204863679,0.56208593,0.105360178,0.187444967
-22.77046,12.87622,-1.205736621,0.529246231,0.102947713,0.194517612
-22.79566,12.85995,-1.206609119,0.385838471,0.016724897,0.043346887
-22.82087,12.84368,-1.207482061,0.358568471,0.024919239,0.069496459
-22.84608,12.82742,-1.208355153,0.394622868,0.030639874,0.077643433
-22.87128,12.81115,-1.209227651,0.440451451,0.022926775,0.052052899
-22.89649,12.79488,-1.210100593,0.46519162,0.022216451,0.047757633
-22.92169,12.77861,-1.210973091,0.510334139,0.028713469,0.056264057
-22.9469,12.76234,-1.211846033,0.469595987,0.017742958,0.037783454
-22.9721,12.74607,-1.212718531,0.536747984,0.022109996,0.041192509
-22.99731,12.7298,-1.213591473,0.611236031,0.065419076,0.107027519
-23.02252,12.71354,-1.214464565,0.598023192,0.057115352,0.095506917
-23.04772,12.69727,-1.215337064,0.57301863,0.033498724,0.058460096
-23.07293,12.681,-1.216210005,0.621347963,0.023996637,0.038620287
-23.09813,12.66473,-1.217082504,0.771660051,0.072985881,0.094582946
-23.12334,12.64846,-1.217955445,0.690885953,0.100884359,0.146021725
-23.14854,12.63219,-1.218827944,0.750959777,0.099362029,0.132313383
-23.17375,12.61592,-1.219700885,0.802420854,0.084305685,0.105064175
-23.19896,12.59965,-1.220573827,0.682995909,0.084492661,0.123708883
-23.22416,12.58339,-1.221446476,0.602475952,0.05742403,0.095313398
-23.24937,12.56712,-1.222319418,0.459452965,0.032973091,0.071765978
-23.27457,12.55085,-1.223191916,0.411186207,0.00963578,0.023434103
-23.29978,12.53458,-1.224064858,0.398197414,0.012795438,0.032133403
-23.32499,12.51831,-1.224937799,0.372741326,0.00998509,0.026788256
-23.35019,12.50204,-1.225810298,0.372268247,0.022996664,0.061774444
-23.3754,12.48577,-1.226683239,0.36333118,0.014726295,0.040531329
-23.4006,12.46951,-1.227555888,0.357397575,0.011934484,0.033392739
-23.42581,12.45324,-1.22842883,0.39200163,0.025986012,0.06629057
-23.45101,12.43697,-1.229301328,0.429716867,0.103297124,0.24038415
-23.47622,12.4207,-1.23017427,0.342577395,0.023417525,0.068356889
-23.50143,12.40443,-1.231047212,0.353633275,0.017158001,0.048519192
-23.52663,12.38816,-1.23191971,0.380059625,0.011302054,0.02973758
-23.55184,12.37189,-1.232792652,0.350126582,0.009485121,0.027090549
-23.57704,12.35562,-1.23366515,0.331405375,0.020385944,0.061513619
-23.60225,12.33936,-1.234538242,0.386757658,0.011343345,0.029329336
-23.62745,12.32309,-1.235410741,0.35838578,0.01226349,0.034218684
-23.65266,12.30682,-1.236283682,0.376226308,0.011881039,0.031579501
-23.67787,12.29055,-1.237156624,0.351541398,0.011142672,0.031696615
-23.70307,12.27428,-1.238029122,0.392827548,0.032739323,0.083342737
-23.72828,12.25801,-1.238902064,0.384367419,0.016691542,0.043426005
-23.75348,12.24174,-1.239774562,0.339218314,0.034575072,0.101925723
-23.77869,12.22548,-1.240647655,0.295869135,0.029093985,0.098333966
-23.80389,12.20921,-1.241520153,0.301654821,0.017853038,0.059183664
-23.8291,12.19294,-1.242393095,0.29989978,0.040746445,0.135866871
-23.85431,12.17667,-1.243266036,0.391934248,0.040402321,0.103084437
-23.87951,12.1604,-1.244138535,0.440395288,0.036363764,0.082570739
-23.90472,12.14413,-1.245011476,0.456338114,0.059827117,0.131102609
-23.92992,12.12786,-1.245883975,0.463229147,0.13307678,0.287280672
-23.95513,12.11159,-1.246756916,0.380313667,0.042302609,0.111230842
-23.98034,12.09533,-1.247630009,0.410637858,0.0342659,0.083445546
-24.00554,12.07906,-1.248502507,0.587977307,0.05816738,0.098927933
-24.03075,12.06279,-1.249375449,0.417563138,0.024333771,0.058275668
-24.05595,12.04652,-1.250247947,0.4461,0.022488777,0.050411963
-24.08116,12.03025,-1.251120889,0.45517319,0.050992141,0.112027998
-24.10636,12.01398,-1.251993387,0.355807788,0.014806933,0.041614976
-24.13157,11.99771,-1.252866329,0.358830572,0.013839067,0.038567136
-24.15678,11.98145,-1.253739421,0.412497112,0.026716278,0.064767187
-24.18198,11.96518,-1.254611919,0.414138644,0.010991434,0.02654047
-24.20719,11.94891,-1.255484861,0.417354463,0.008648171,0.020721405
-24.23239,11.93264,-1.256357359,0.426451409,0.010629028,0.02492436
-24.2576,11.91637,-1.257230301,0.417122666,0.016879133,0.040465635
-24.2828,11.9001,-1.258102799,0.423624553,0.014249558,0.033637233
-24.30801,11.88383,-1.258975741,0.402078764,0.008363959,0.020801793
-24.33322,11.86756,-1.259848683,0.399305819,0.033250197,0.083270003
-24.35842,11.8513,-1.260721331,0.370886281,0.019558342,0.052734066
-24.38363,11.83503,-1.261594273,0.366570404,0.034421707,0.093902035
-24.40883,11.81876,-1.262466771,0.335360893,0.009899211,0.029518083
-24.43404,11.80249,-1.263339713,0.337898291,0.01203582,0.035619654
-24.45924,11.78622,-1.264212211,0.331010961,0.015413931,0.046566226
-24.48445,11.76995,-1.265085153,0.308358368,0.016234042,0.052646671
-24.50966,11.75368,-1.265958095,0.286970681,0.004789764,0.016690778
-24.53486,11.73742,-1.266830744,0.261970357,0.010988905,0.041947133
-24.56007,11.72115,-1.267703686,0.312358251,0.014048784,0.044976512
-24.58527,11.70488,-1.268576184,0.326941844,0.012554699,0.038400403
-24.61048,11.68861,-1.269449126,0.360552972,0.013220396,0.036667001
-24.63568,11.67234,-1.270321624,0.360165069,0.008403878,0.023333406
-24.66089,11.65607,-1.271194566,0.423233423,0.00877914,0.020743023
-24.6861,11.6398,-1.272067507,0.436389997,0.01974748,0.045251908
-24.7113,11.62353,-1.272940006,0.405176768,0.016890815,0.041687521
-24.73651,11.60727,-1.273813098,0.415704651,0.010739557,0.025834585
-24.76171,11.591,-1.274685596,0.430602937,0.007148574,0.016601313
-24.78692,11.57473,-1.275558538,0.406188737,0.007037686,0.017326146
-24.81213,11.55846,-1.27643148,0.39912824,0.009744701,0.024414961
-24.83733,11.54219,-1.277303978,0.390969011,0.014930404,0.038188202
-24.86254,11.52592,-1.27817692,0.348037814,0.009245476,0.026564572
-24.88774,11.50965,-1.279049418,0.324778968,0.014348798,0.044180196
-24.91295,11.49339,-1.27992251,0.321512095,0.017021389,0.052941675
-24.93815,11.47712,-1.280795008,0.301403042,0.010388479,0.034467068
-24.96336,11.46085,-1.28166795,0.345263984,0.017511953,0.050720475
-24.98857,11.44458,-1.282540892,0.34058564,0.022588852,0.066323559
-25.01377,11.42831,-1.28341339,0.353534422,0.020043759,0.056695353
-25.03898,11.41204,-1.284286332,0.332673822,0.024938632,0.074964216
-25.06418,11.39577,-1.28515883,0.345146583,0.035597944,0.103138626
-25.08939,11.3795,-1.286031772,0.316171638,0.041681281,0.131831184
-25.11459,11.36324,-1.286904421,0.275941756,0.010090792,0.036568556
-25.1398,11.34697,-1.287777362,0.288889189,0.008671914,0.030018132
-25.16501,11.3307,-1.288650304,0.300942164,0.012501572,0.041541444
-25.19021,11.31443,-1.289522802,0.322713723,0.022316135,0.069151491
-25.21542,11.29816,-1.290395744,0.454853465,0.036809183,0.080925367
-25.24062,11.28189,-1.291268242,0.430383514,0.013777041,0.032011079
